i,Pref[i],Char[i],Used[i]
4375,734,101,2
4376,736,99,5
4377,738,40,3
4378,721,61,5
4379,741,120,5
4380,743,116,4
4381,2027,62,5
4382,746,51,1
4383,54,13,5
4384,770,91,1
4385,94,95,7
4386,98,95,27
4387,4386,72,1
4388,4245,109,7
4389,4012,97,2
4390,355,76,6
4391,79,101,7
4392,3726,114,9
4393,2359,111,3
4394,3742,95,1
4395,4386,95,22
4396,98,93,1
4397,96,13,5
4398,667,91,2
4399,4385,95,3
4400,4386,70,1
4401,3701,117,2
4402,3521,111,1
4403,1785,84,2
4404,3892,105,3
4405,3894,101,5
4406,425,105,4
4407,3896,83,1
4408,790,41,4
4409,44,95,1
4410,4395,93,2
4411,4397,10,4
4412,917,32,14
4413,4257,116,1
4414,1275,98,1
4415,1004,109,6
4416,2159,115,1
4417,3048,101,7
4418,2876,101,1
4419,1628,32,2
4420,851,105,4
4421,1339,108,3
4422,543,116,1
4423,3807,107,5
4424,276,44,1
4425,3535,32,9
4426,1670,100,2
4427,3067,102,2
4428,357,99,2
4429,102,117,7
4430,1957,116,4
4431,533,112,8
4432,2226,105,2
4433,729,109,1
4434,1768,105,2
4435,855,10,4
4436,13,115,9
4437,3968,101,8
4438,672,105,1
4439,108,32,1
4440,3364,108,4
4441,304,100,1
4442,4146,111,2
4443,449,97,6
4444,1249,32,19
4445,1612,111,2
4446,493,101,6
4447,289,108,1
4448,286,46,3
4449,265,89,6
4450,2678,109,2
4451,112,117,8
4452,3156,97,1
4453,2502,111,2
4454,272,109,3
4455,4012,105,3
4456,726,100,1
4457,1898,115,11
4458,118,103,1
4459,1821,105,1
4460,520,97,1
4461,3260,101,5
4462,1002,115,3
4463,350,110,8
4464,2044,13,1
4465,4143,101,1
4466,2887,103,1
4467,1674,32,1
4468,3875,109,3
4469,2159,46,2
4470,3162,32,2
4471,772,13,1
4472,4398,95,1
4473,4395,77,1
4474,1452,120,3
4475,1638,117,2
4476,1771,115,1
4477,118,95,1
4478,4410,13,1
4479,770,65,1
4480,2460,111,2
4481,2316,55,1
4482,58,53,2
4483,56,37,3
4484,40,32,3
4485,818,108,3
4486,2379,109,6
4487,4007,109,2
4488,591,112,3
4489,1239,119,10
4490,3813,101,8
4491,2969,105,1
4492,3994,50,2
4493,53,53,4
4494,4483,32,2
4495,353,114,2
4496,1936,32,3
4497,949,111,8
4498,268,100,19
4499,3814,32,7
4500,2298,98,2
4501,2471,46,1
4502,438,104,19
4503,3501,105,2
4504,2993,10,1
4505,13,108,1
4506,2036,104,4
4507,3362,118,1
4508,1753,105,1
4509,3239,32,7
4510,3991,101,6
4511,2388,105,1
4512,1549,44,1
4513,1236,105,1
4514,291,99,5
4515,1161,105,1
4516,726,105,2
4517,2499,110,1
4518,3461,32,1
4519,3008,99,2
4520,102,108,6
4521,3181,101,4
4522,1121,115,3
4523,118,112,6
4524,1202,101,3
4525,1930,116,2
4526,3221,105,5
4527,2664,10,1
4528,4121,111,1
4529,503,107,7
4530,817,113,1
4531,4061,116,1
4532,2436,119,1
4533,1232,108,6
4534,563,32,1
4535,891,101,6
4536,1930,100,1
4537,2322,105,2
4538,2500,97,1
4539,1730,73,1
4540,76,114,1
4541,4496,99,1
4542,1871,98,9
4543,1908,114,3
4544,3124,32,2
4545,2213,32,6
4546,1179,105,5
4547,358,32,2
4548,270,101,4
4549,626,112,2
4550,2136,44,1
4551,4425,105,4
4552,280,13,1
4553,2402,101,1
4554,431,100,3
4555,980,97,2
4556,940,105,2
4557,280,116,4
4558,4118,104,1
4559,371,108,7
4560,111,112,1
4561,1460,116,1
4562,3189,108,2
4563,4486,105,3
4564,3947,109,2
4565,112,41,1
4566,1467,77,1
4567,274,103,1
4568,106,110,8
4569,292,115,4
4570,522,117,5
4571,3948,105,2
4572,2799,115,1
4573,1113,32,1
4574,393,105,2
4575,329,110,5
4576,900,116,14
4577,2436,116,3
4578,619,13,3
4579,3499,117,2
4580,3946,110,4
4581,113,117,11
4582,1909,44,1
4583,833,119,9
4584,2991,32,4
4585,353,103,2
4586,4568,105,3
4587,1549,115,1
4588,1385,101,7
4589,1764,114,1
4590,1936,46,1
4591,2883,105,2
4592,4514,101,1
4593,4525,32,1
4594,4500,117,1
4595,312,110,7
4596,2423,32,3
4597,1825,97,2
4598,2416,110,1
4599,113,99,7
4600,4520,111,3
4601,1642,101,3
4602,1031,13,2
4603,1919,112,1
4604,4524,44,1
4605,1588,116,5
4606,1873,108,1
4607,3365,117,2
4608,4595,32,3
4609,2114,116,2
4610,4258,32,9
4611,2962,108,1
4612,1542,101,2
4613,1854,97,1
4614,1580,116,1
4615,905,110,1
4616,488,114,1
4617,504,97,1
4618,3566,109,2
4619,4099,46,1
4620,1397,32,4
4621,668,73,9
4622,1101,97,3
4623,1268,105,1
4624,520,101,3
4625,277,121,1
4626,1140,116,2
4627,299,112,3
4628,1244,32,2
4629,3448,32,10
4630,1670,109,2
4631,4099,116,9
4632,1779,114,8
4633,681,102,1
4634,2777,32,2
4635,1921,105,2
4636,302,101,5
4637,672,111,10
4638,272,103,4
4639,3026,104,1
4640,1650,112,1
4641,115,116,5
4642,1299,117,1
4643,1909,13,4
4644,1360,101,2
4645,3917,10,4
4646,2002,78,1
4647,4076,32,6
4648,2299,116,3
4649,905,102,2
4650,862,32,1
4651,3145,117,1
4652,120,102,4
4653,529,58,1
4654,3905,10,23
4655,13,71,1
4656,4004,97,2
4657,1580,105,1
4658,1220,117,1
4659,1957,97,4
4660,1476,32,4
4661,682,104,1
4662,3538,101,1
4663,2563,117,1
4664,1957,108,3
4665,3516,105,1
4666,4129,32,1
4667,1141,99,1
4668,2774,101,1
4669,1121,80,1
4670,501,115,1
4671,1237,103,1
4672,943,115,2
4673,1237,109,1
4674,824,41,2
4675,697,101,1
4676,482,118,2
4677,630,108,1
4678,712,112,1
4679,491,44,2
4680,1941,13,1
4681,954,121,1
4682,124,112,6
4683,3539,116,1
4684,3604,115,1
4685,350,100,1
4686,589,117,2
4687,120,98,8
4688,2420,108,1
4689,402,121,5
4690,1914,114,1
4691,588,46,1
4692,265,83,5
4693,735,112,2
4694,1938,97,3
4695,4444,116,1
4696,905,108,3
4697,4689,101,3
4698,620,46,4
4699,1812,110,1
4700,2875,32,9
4701,1276,110,1
4702,3703,32,2
4703,2874,101,7
4704,3055,101,1
4705,631,116,1
4706,977,111,1
4707,515,101,1
4708,289,102,2
4709,841,108,5
4710,304,109,1
4711,4631,117,8
4712,312,46,2
4713,3310,101,1
4714,431,112,2
4715,1124,116,2
4716,1916,32,1
4717,4140,116,2
4718,4149,32,7
4719,2600,112,1
4720,4694,116,2
4721,376,44,2
4722,4551,116,3
4723,2620,105,1
4724,932,98,2
4725,2939,105,1
4726,3428,32,2
4727,343,13,1
4728,3133,101,16
4729,1286,47,5
4730,4372,41,6
4731,2694,10,7
4732,693,116,1
4733,271,112,2
4734,2188,116,2
4735,1348,102,2
4736,1077,105,1
4737,3994,115,1
4738,1920,109,1
4739,477,103,3
4740,4568,101,2
4741,512,105,3
4742,108,117,16
4743,1909,46,2
4744,4502,101,13
4745,2457,117,2
4746,826,101,1
4747,377,108,1
4748,4697,114,2
4749,313,99,3
4750,4542,101,7
4751,277,101,2
4752,2659,116,3
4753,2412,109,1
4754,4739,110,2
4755,4569,105,2
4756,4742,109,15
4757,112,13,2
4758,720,102,1
4759,2743,102,1
4760,105,108,7
4761,4154,104,2
4762,308,98,1
4763,4415,98,5
4764,3740,101,1
4765,2563,102,2
4766,2131,99,1
4767,593,41,1
4768,1709,114,1
4769,982,111,2
4770,853,104,1
4771,728,110,9
4772,845,101,1
4773,425,115,1
4774,424,46,3
4775,4075,111,1
4776,1963,104,1
4777,440,100,2
4778,4427,105,1
4779,1119,117,1
4780,4430,32,1
4781,2230,44,1
4782,833,84,8
4783,1682,10,1
4784,13,102,1
4785,841,115,9
4786,4774,13,2
4787,692,87,3
4788,2917,109,1
4789,4012,116,2
4790,4649,117,1
4791,1868,102,2
4792,4161,105,1
4793,797,100,2
4794,1898,110,7
4795,1361,99,1
4796,3269,121,9
4797,349,116,3
4798,1026,115,3
4799,2351,97,2
4800,964,97,1
4801,510,109,8
4802,1688,105,4
4803,4756,32,13
4804,266,121,1
4805,1629,114,3
4806,282,120,1
4807,743,100,5
4808,468,99,1
4809,4796,115,7
4810,1237,108,3
4811,1260,46,1
4812,497,40,1
4813,1541,105,1
4814,3572,105,1
4815,1320,41,1
4816,2528,32,2
4817,1186,120,2
4818,123,32,6
4819,1226,115,2
4820,1137,111,1
4821,700,101,5
4822,4103,101,1
4823,1862,110,3
4824,2711,98,1
4825,4137,97,2
4826,2416,113,1
4827,2341,108,2
4828,304,97,5
4829,510,111,6
4830,1240,116,1
4831,3453,32,7
4832,682,121,1
4833,1140,109,2
4834,1677,32,3
4835,1263,116,2
4836,1639,13,1
4837,988,100,2
4838,103,100,7
4839,926,111,1
4840,1737,99,1
4841,4809,116,6
4842,4798,32,2
4843,393,102,1
4844,1849,109,5
4845,1368,32,1
4846,2043,101,6
4847,4065,99,1
4848,4841,97,5
4849,869,105,2
4850,3348,115,3
4851,3299,117,1
4852,842,116,3
4853,4632,101,6
4854,1090,32,5
4855,568,98,1
4856,4137,111,1
4857,1005,105,1
4858,4514,104,3
4859,107,13,2
4860,260,108,6
4861,712,110,4
4862,616,46,2
4863,4744,115,1
4864,708,32,3
4865,1038,121,2
4866,4797,97,1
4867,2502,32,5
4868,3097,32,2
4869,4546,103,2
4870,330,108,2
4871,2843,32,1
4872,35,118,7
4873,2434,108,2
4874,1274,105,5
4875,4636,32,4
4876,2889,32,1
4877,486,100,5
4878,103,118,2
4879,595,115,5
4880,4864,107,1
4881,2187,105,2
4882,2898,104,3
4883,1855,13,1
4884,1159,114,2
4885,282,116,1
4886,376,99,2
4887,593,101,1
4888,1031,46,4
4889,2240,101,6
4890,1773,32,8
4891,1817,118,2
4892,1819,104,3
4893,440,32,1
4894,353,109,3
4895,824,97,3
4896,986,116,5
4897,4431,111,3
4898,1562,114,2
4899,2780,102,3
4900,453,49,2
4901,414,77,1
4902,3758,49,2
4903,3289,32,2
4904,668,102,1
4905,357,114,7
4906,2178,114,1
4907,1039,99,3
4908,1120,114,4
4909,1243,101,1
4910,289,13,7
4911,954,101,1
4912,455,115,8
4913,4523,111,3
4914,502,110,5
4915,113,46,4
4916,2301,32,1
4917,3117,116,4
4918,2214,101,3
4919,626,32,4
4920,4597,32,1
4921,668,112,2
4922,2562,115,3
4923,3322,105,2
4924,3894,116,1
4925,4718,98,1
4926,2976,32,1
4927,2421,40,1
4928,1509,105,1
4929,3994,32,1
4930,2147,116,1
4931,614,111,2
4932,1785,108,1
4933,870,105,2
4934,333,41,1
4935,2528,13,1
4936,734,112,1
4937,2562,97,2
4938,1559,116,1
4939,619,115,2
4940,708,119,2
4941,2355,108,3
4942,543,119,1
4943,1107,116,2
4944,2830,32,1
4945,1826,97,1
4946,706,101,1
4947,2585,111,2
4948,4189,101,10
4949,4751,110,1
4950,2805,101,2
4951,1524,112,1
4952,3539,97,1
4953,3342,117,1
4954,4032,104,3
4955,1855,32,3
4956,3295,116,2
4957,1964,13,1
4958,4884,101,1
4959,2327,117,1
4960,1780,105,1
4961,2208,112,1
4962,2383,108,1
4963,786,101,1
4964,1121,105,3
4965,2205,104,1
4966,1948,97,2
4967,3810,97,1
4968,2212,105,2
4969,729,111,1
4970,4446,110,4
4971,292,100,1
4972,103,46,5
4973,265,66,3
4974,379,116,1
4975,533,110,2
4976,3172,102,1
4977,4161,106,1
4978,4091,116,6
4979,1840,113,1
4980,1247,101,2
4981,431,122,1
4982,125,105,4
4983,4435,105,1
4984,1595,40,1
4985,2937,104,3
4986,1079,115,2
4987,4588,32,6
4988,270,114,4
4989,290,99,7
4990,843,121,1
4991,490,97,1
4992,532,41,1
4993,4816,71,1
4994,285,117,3
4995,3670,32,2
4996,3363,117,1
4997,2643,97,1
4998,964,121,2
4999,4157,97,5
5000,3542,97,1
5001,2681,111,1
5002,4529,105,1
5003,947,110,2
5004,292,44,1
5005,4030,13,1
5006,260,106,1
5007,4978,32,5
5008,3410,108,1
5009,2170,101,2
5010,2793,32,1
5011,393,119,1
5012,3255,121,1
5013,1150,97,2
5014,398,32,4
5015,3363,116,3
5016,4124,111,1
5017,342,117,1
5018,1123,40,1
5019,4985,101,2
5020,277,114,3
5021,317,97,13
5022,3346,110,1
5023,2952,111,1
5024,1618,104,2
5025,1654,112,1
5026,1744,116,3
5027,119,109,1
5028,1074,107,1
5029,2845,32,1
5030,3296,109,1
5031,4674,46,1
5032,4889,121,1
5033,383,114,3
5034,1039,114,1
5035,317,108,2
5036,2843,109,1
5037,4455,116,2
5038,4431,97,2
5039,3771,32,2
5040,1670,112,3
5041,5026,32,1
5042,2675,105,1
5043,4726,115,1
5044,522,110,2
5045,4599,101,5
5046,1772,121,3
5047,2567,10,2
5048,1748,114,1
5049,681,101,1
5050,4912,105,1
5051,302,121,1
5052,5033,101,1
5053,3014,103,1
5054,4586,122,1
5055,125,101,4
5056,4888,13,1
5057,692,73,3
5058,1693,111,2
5059,3668,32,1
5060,3233,111,1
5061,641,101,1
5062,482,100,6
5063,2846,115,1
5064,5044,103,1
5065,334,116,2
5066,4939,101,1
5067,479,111,1
5068,971,114,1
5069,317,118,3
5070,4275,101,7
5071,3577,101,2
5072,1928,117,1
5073,1868,121,1
5074,1140,110,2
5075,3593,32,2
5076,1657,111,2
5077,342,119,1
5078,3165,105,2
5079,2689,103,1
5080,2809,103,2
5081,5065,111,1
5082,272,98,2
5083,1959,97,1
5084,3520,110,4
5085,2166,104,1
5086,3184,105,1
5087,726,103,3
5088,937,101,2
5089,3287,102,2
5090,529,44,1
5091,1013,114,5
5092,313,116,5
5093,3604,116,1
5094,533,101,4
5095,2422,32,3
5096,4440,32,3
5097,1824,111,2
5098,837,46,1
5099,4744,114,1
5100,317,13,3
5101,1093,101,2
5102,5071,116,1
5103,4610,119,1
5104,990,115,3
5105,2129,111,3
5106,272,117,4
5107,1868,111,3
5108,1842,102,1
5109,3278,101,7
5110,626,46,2
5111,2450,108,1
5112,2921,44,3
5113,4605,32,4
5114,2298,97,2
5115,1749,101,2
5116,1031,101,4
5117,1534,108,1
5118,304,99,2
5119,3269,105,2
5120,1336,101,6
5121,4637,32,7
5122,2414,107,3
5123,276,13,2
5124,1193,114,3
5125,982,101,2
5126,5062,32,2
5127,1786,46,1
5128,890,80,3
5129,442,111,2
5130,3483,101,1
5131,5116,32,1
5132,4545,121,1
5133,3622,119,1
5134,3350,114,1
5135,290,115,2
5136,118,107,2
5137,817,97,1
5138,964,114,2
5139,2157,101,1
5140,626,98,2
5141,1213,46,1
5142,890,39,1
5143,42,73,1
5144,76,116,3
5145,2128,32,2
5146,1068,99,1
5147,5119,109,1
5148,2404,116,2
5149,2819,13,1
5150,4370,101,9
5151,4729,78,4
5152,3136,41,7
5153,4731,13,6
5154,3360,111,3
5155,1525,97,1
5156,1003,97,2
5157,3830,44,1
5158,833,110,3
5159,3172,116,3
5160,418,110,1
5161,1358,32,1
5162,2114,119,1
5163,3733,114,1
5164,1613,32,1
5165,3511,46,1
5166,4470,32,1
5167,2003,13,1
5168,667,84,2
5169,3892,121,1
5170,124,114,2
5171,282,42,1
5172,45,77,1
5173,274,110,1
5174,900,97,2
5175,986,46,1
5176,1397,13,6
5177,3659,80,4
5178,4206,115,3
5179,484,121,1
5180,3664,101,4
5181,4890,116,5
5182,673,111,4
5183,3668,105,4
5184,3947,101,3
5185,4213,32,4
5186,1434,32,1
5187,891,114,5
5188,4217,101,2
5189,3325,87,4
5190,4220,45,3
5191,4222,32,2
5192,1427,40,2
5193,43,65,6
5194,3683,111,6
5195,590,112,3
5196,3685,116,3
5197,4718,111,4
5198,3688,110,3
5199,570,114,4
5200,4231,104,5
5201,573,41,4
5202,3692,49,4
5203,3694,72,1
5204,4245,80,3
5205,4237,32,7
5206,3700,111,3
5207,3702,101,5
5208,289,100,3
5209,4242,13,4
5210,3918,32,2
5211,4279,111,22
5212,4351,107,10
5213,3711,68,2
5214,4248,110,7
5215,3714,99,3
5216,3716,32,5
5217,4343,13,18
5218,4253,32,2
5219,5211,32,21
5220,4246,32,5
5221,1068,76,5
5222,4391,116,5
5223,4610,66,5
5224,4260,46,2
5225,4235,32,27
5226,3709,97,4
5227,3724,76,5
5228,4264,116,2
5229,533,66,2
5230,4266,98,3
5231,3740,66,4
5232,3823,53,5
5233,3745,71,5
5234,2603,116,3
5235,1317,32,11
5236,35,82,9
5237,4274,101,3
5238,482,103,5
5239,4276,10,2
5240,13,54,3
5241,4278,72,3
5242,4262,97,11
5243,1103,77,1
5244,4282,48,14
5245,51,39,2
5246,3761,10,3
5247,13,55,3
5248,4285,105,3
5249,520,99,4
5250,2774,108,5
5251,402,110,4
5252,292,111,5
5253,4290,78,3
5254,4318,105,7
5255,3047,13,2
5256,260,56,5
5257,3774,73,5
5258,76,111,3
5259,4295,101,6
5260,4335,111,7
5261,4297,57,2
5262,4299,111,7
5263,3722,112,1
5264,4301,107,6
5265,817,108,2
5266,4303,107,5
5267,831,13,5
5268,3786,46,3
5269,265,69,7
5270,3788,101,3
5271,2699,77,4
5272,4308,97,6
5273,3801,115,8
5274,4311,13,2
5275,262,49,4
5276,3797,110,4
5277,485,77,3
5278,5272,115,5
5279,4310,32,5
5280,548,91,4
5281,550,10,4
5282,4322,46,3
5283,4350,32,10
5284,5122,101,2
5285,4335,108,4
5286,3433,80,5
5287,4328,101,4
5288,4910,10,6
5289,3816,46,5
5290,4314,32,9
5291,4332,121,3
5292,3820,111,5
5293,1005,66,4
5294,4336,52,2
5295,4338,97,4
5296,3828,97,6
5297,3830,32,4
5298,4343,32,4
5299,3833,82,1
5300,3835,33,5
5301,3837,49,3
5302,4349,32,4
5303,5219,77,11
5304,3842,68,2
5305,4353,110,8
5306,3845,116,4
5307,376,13,5
5308,3847,46,4
5309,392,84,5
5310,4360,107,4
5311,1267,110,1
5312,4362,110,4
5313,584,105,8
5314,4364,80,4
5315,4366,111,4
5316,4443,108,4
5317,304,66,4
5318,3858,10,6
5319,4167,111,6
5320,3860,78,5
5321,5152,58,6
5322,3863,13,1
5323,692,83,9
5324,3866,101,5
5325,3411,32,2
5326,739,61,4
5327,4379,105,3
5328,3871,32,4
5329,1174,13,1
5330,748,85,1
5331,88,112,2
5332,494,111,5
5333,713,100,4
5334,2050,32,4
5335,378,121,1
5336,124,58,5
5337,690,80,3
5338,83,104,4
5339,3652,116,2
5340,271,109,1
5341,591,80,1
5342,5338,114,2
5343,5021,107,1
5344,276,114,3
5345,3815,13,1
5346,2017,32,34
5347,2235,103,3
5348,3737,66,5
5349,5230,32,2
5350,5298,13,1
5351,260,87,8
5352,90,114,3
5353,290,116,2
5354,2785,110,2
5355,3632,121,1
5356,5336,32,4
5357,4535,32,2
5358,441,104,1
5359,5339,111,1
5360,993,80,1
5361,5342,101,1
5362,455,107,3
5363,5344,13,1
5364,692,72,1
5365,4388,97,6
5366,3724,119,1
5367,306,99,3
5368,2578,45,1
5369,2369,115,1
5370,4155,111,1
5371,3876,105,1
5372,352,56,1
5373,59,32,5
5374,4420,109,2
5375,824,108,2
5376,543,115,2
5377,1030,112,3
5378,2136,46,1
5379,1397,77,4
5380,274,116,1
5381,827,105,2
5382,108,97,6
5383,4867,110,1
5384,292,101,5
5385,5116,100,2
5386,103,58,1
5387,4654,13,10
5388,3874,115,1
5389,118,109,7
5390,477,108,5
5391,420,102,1
5392,357,108,7
5393,495,46,1
5394,497,65,1
5395,2451,115,2
5396,5389,97,5
5397,886,102,2
5398,3000,101,1
5399,4947,114,1
5400,313,109,1
5401,511,100,1
5402,1898,99,3
5403,1701,110,1
5404,1361,100,1
5405,959,111,6
5406,3472,101,1
5407,5288,65,1
5408,5395,109,1
5409,5390,108,4
5410,304,112,1
5411,4048,97,1
5412,4461,32,3
5413,2804,116,5
5414,399,105,5
5415,787,114,3
5416,4899,32,2
5417,834,97,2
5418,3346,108,4
5419,870,101,5
5420,732,83,1
5421,86,108,1
5422,286,110,1
5423,4569,115,1
5424,2137,32,6
5425,3482,116,1
5426,1080,32,6
5427,1162,115,1
5428,1030,97,2
5429,345,116,5
5430,1621,10,1
5431,3865,116,1
5432,376,112,5
5433,1124,49,1
5434,52,58,1
5435,690,66,1
5436,1455,101,1
5437,5362,32,1
5438,3326,111,4
5439,344,32,1
5440,2182,109,3
5441,511,111,1
5442,576,39,1
5443,2087,111,1
5444,2115,46,2
5445,1728,104,2
5446,4503,115,1
5447,4463,111,3
5448,1967,99,1
5449,3684,108,1
5450,495,116,4
5451,2670,121,1
5452,383,110,4
5453,292,99,1
5454,288,115,4
5455,521,97,1
5456,316,121,1
5457,2154,13,1
5458,4143,117,2
5459,1896,73,1
5460,1101,32,1
5461,1815,39,1
5462,1355,116,1
5463,2899,32,1
5464,4703,32,5
5465,906,117,1
5466,2905,32,4
5467,4835,32,1
5468,393,100,1
5469,3657,116,1
5470,1639,32,6
5471,4703,39,1
5472,3512,119,1
5473,3350,104,1
5474,3393,46,1
5475,3607,13,3
5476,734,116,2
5477,5432,32,3
5478,649,58,1
5479,690,76,2
5480,1561,99,1
5481,1135,116,3
5482,4577,104,2
5483,440,109,7
5484,1684,115,2
5485,2243,117,1
5486,1648,100,6
5487,446,114,2
5488,2822,46,1
5489,4502,105,4
5490,2499,115,2
5491,350,118,2
5492,2701,32,3
5493,2421,97,2
5494,374,121,2
5495,2490,106,1
5496,5007,108,2
5497,2733,102,1
5498,2777,13,2
5499,1683,101,4
5500,2327,44,1
5501,1793,111,1
5502,3981,115,2
5503,5424,115,2
5504,2286,108,1
5505,2479,110,1
5506,3302,114,1
5507,3075,44,1
5508,2273,116,1
5509,119,118,1
5510,121,32,1
5511,4116,101,6
5512,5020,111,1
5513,502,109,1
5514,2823,119,1
5515,3517,110,1
5516,1056,99,4
5517,2255,112,1
5518,491,116,2
5519,1317,46,1
5520,5176,10,5
5521,5319,114,5
5522,4371,78,4
5523,5321,32,5
5524,3138,83,1
5525,1546,112,2
5526,1124,51,1
5527,54,58,1
5528,5479,111,1
5529,3483,97,1
5530,4444,97,1
5531,355,114,1
5532,2822,32,2
5533,4629,97,3
5534,4556,103,1
5535,3737,98,1
5536,1908,108,1
5537,4267,112,1
5538,2562,116,1
5539,614,121,2
5540,1870,108,1
5541,4521,32,2
5542,3456,32,1
5543,2586,103,1
5544,3737,115,1
5545,118,119,1
5546,2970,99,1
5547,2374,13,1
5548,2994,111,1
5549,971,109,1
5550,477,120,1
5551,743,109,1
5552,4451,109,1
5553,591,101,1
5554,4765,101,1
5555,3411,46,2
5556,1397,83,3
5557,5525,32,1
5558,1174,58,1
5559,690,85,2
5560,88,110,2
5561,450,99,1
5562,3269,101,4
5563,4065,116,1
5564,4696,105,2
5565,4724,117,1
5566,1957,98,8
5567,101,44,1
5568,3128,111,1
5569,1651,116,1
5570,1061,117,2
5571,5566,32,7
5572,1825,101,1
5573,104,120,7
5574,123,97,5
5575,4896,108,1
5576,2843,116,2
5577,3140,121,1
5578,383,121,1
5579,4626,111,1
5580,2982,13,1
5581,260,105,10
5582,726,111,2
5583,2316,111,3
5584,4948,32,6
5585,2182,99,2
5586,1120,116,2
5587,4831,78,1
5588,4647,116,3
5589,1266,101,3
5590,2622,105,1
5591,4875,97,3
5592,964,102,2
5593,5392,101,2
5594,1002,119,1
5595,990,32,2
5596,1104,109,1
5597,5409,32,3
5598,4717,105,1
5599,4509,111,3
5600,2458,10,3
5601,3431,101,3
5602,1223,108,1
5603,4154,115,5
5604,4463,101,2
5605,3210,32,2
5606,4630,101,1
5607,613,97,3
5608,3566,115,1
5609,4164,116,1
5610,5197,102,3
5611,5109,32,3
5612,1895,108,1
5613,3739,46,1
5614,5556,116,2
5615,5477,53,1
5616,56,58,1
5617,690,65,4
5618,68,102,1
5619,4055,114,1
5620,1850,111,1
5621,1262,104,1
5622,2535,32,1
5623,851,109,5
5624,5597,104,1
5625,3314,44,1
5626,1588,110,1
5627,1757,114,1
5628,1071,101,1
5629,4752,104,2
5630,2766,32,1
5631,5623,97,2
5632,5397,117,1
5633,380,110,2
5634,292,108,1
5635,304,111,4
5636,2781,13,2
5637,5499,100,1
5638,5402,105,2
5639,3348,100,1
5640,5405,112,4
5641,2387,114,1
5642,1305,110,1
5643,584,111,5
5644,1699,32,1
5645,2114,108,4
5646,2977,102,1
5647,5392,108,3
5648,369,104,2
5649,2241,117,2
5650,5571,119,1
5651,4151,32,17
5652,5417,115,1
5653,2462,105,5
5654,4850,111,1
5655,1157,97,3
5656,3368,104,3
5657,1654,102,2
5658,5392,97,1
5659,510,101,7
5660,2835,32,2
5661,2298,114,1
5662,1009,110,1
5663,381,105,1
5664,4882,114,1
5665,3886,104,6
5666,308,116,2
5667,1820,97,3
5668,374,46,2
5669,5614,101,1
5670,1876,32,3
5671,35,54,3
5672,57,58,1
5673,5337,117,1
5674,4954,101,2
5675,3577,117,1
5676,5571,98,1
5677,2099,32,4
5678,5511,32,4
5679,5585,107,1
5680,276,116,3
5681,4526,116,3
5682,370,111,6
5683,2316,115,1
5684,4523,105,1
5685,368,105,1
5686,1331,110,1
5687,3001,111,2
5688,4948,13,1
5689,3405,111,4
5690,4095,116,1
5691,1080,46,3
5692,4449,111,4
5693,1262,109,1
5694,931,103,2
5695,3737,119,1
5696,2533,111,2
5697,938,117,1
5698,4608,116,1
5699,5570,108,1
5700,4267,116,1
5701,1846,116,3
5702,4918,32,2
5703,5645,101,2
5704,3429,32,2
5705,3092,116,2
5706,2206,13,1
5707,1919,105,4
5708,3548,32,8
5709,4510,32,4
5710,4872,105,1
5711,597,119,1
5712,1107,114,3
5713,1214,112,1
5714,985,110,1
5715,2934,102,2
5716,453,118,1
5717,4879,105,3
5718,3239,44,1
5719,4583,104,5
5720,3266,117,1
5721,4595,105,1
5722,5003,32,1
5723,1826,105,1
5724,579,115,1
5725,323,13,6
5726,5323,116,2
5727,5477,55,1
5728,1097,32,1
5729,3746,116,3
5730,2718,114,1
5731,313,97,4
5732,3909,111,1
5733,5583,102,2
5734,5109,105,1
5735,3467,104,2
5736,3280,98,1
5737,4144,101,1
5738,5046,32,1
5739,415,107,1
5740,867,117,1
5741,3954,114,1
5742,4749,111,1
5743,2401,10,4
5744,13,109,2
5745,2404,104,1
5746,996,109,4
5747,1300,13,2
5748,5726,101,1
5749,5670,56,1
5750,59,58,1
5751,690,87,1
5752,4105,101,5
5753,2699,116,3
5754,3096,99,1
5755,1234,32,1
5756,3485,101,1
5757,2708,119,2
5758,2851,101,1
5759,2859,32,2
5760,270,117,3
5761,4595,115,1
5762,4987,108,1
5763,4506,116,3
5764,5426,111,2
5765,2935,115,1
5766,2752,105,1
5767,3099,32,4
5768,1872,13,1
5769,2176,104,1
5770,4559,108,3
5771,5635,102,1
5772,3341,32,1
5773,921,112,1
5774,3427,115,1
5775,424,33,1
5776,2080,33,6
5777,388,13,10
5778,4728,32,15
5779,1716,47,4
5780,4730,58,5
5781,2263,13,5
5782,260,68,5
5783,575,119,6
5784,1632,108,1
5785,712,97,4
5786,714,101,4
5787,2965,114,2
5788,2133,116,3
5789,905,80,2
5790,4191,101,2
5791,4406,110,3
5792,4193,83,1
5793,4408,32,3
5794,877,83,4
5795,2469,40,2
5796,802,48,5
5797,804,41,1
5798,806,53,3
5799,808,54,3
5800,810,53,3
5801,56,54,5
5802,812,48,3
5803,814,10,6
5804,3608,13,2
5805,4205,114,3
5806,1112,32,8
5807,3663,32,3
5808,1356,101,3
5809,5181,111,4
5810,3667,110,2
5811,5313,110,4
5812,4581,101,4
5813,5185,32,3
5814,749,45,2
5815,4215,114,4
5816,5188,114,1
5817,3677,97,2
5818,1173,45,6
