i,Pref[i],Char[i],Used[i]
1639,1575,111,9
1640,974,109,1
1641,824,111,1
1642,114,115,12
1643,539,98,2
1644,1614,101,10
1645,104,44,13
1646,833,99,7
1647,1135,117,7
1648,404,101,24
1649,672,104,14
1650,440,111,2
1651,1497,32,3
1652,1353,117,1
1653,842,104,4
1654,1158,10,4
1655,13,98,3
1656,1197,32,1
1657,1356,110,3
1658,1358,115,1
1659,1261,117,4
1660,312,32,8
1661,1122,110,5
1662,321,101,2
1663,377,50,1
1664,390,32,2
1665,682,111,2
1666,971,119,3
1667,1383,116,8
1668,376,118,1
1669,1128,32,8
1670,1226,32,43
1671,1111,105,2
1672,291,107,1
1673,844,103,4
1674,334,97,3
1675,1271,101,7
1676,277,109,2
1677,477,121,5
1678,383,98,3
1679,1062,41,1
1680,44,46,10
1681,890,84,12
1682,625,13,2
1683,260,109,11
1684,112,111,27
1685,1642,116,2
1686,533,99,2
1687,823,109,2
1688,1684,110,5
1689,1056,119,2
1690,990,44,1
1691,1047,104,14
1692,1585,73,1
1693,1101,100,3
1694,589,44,1
1695,1588,115,1
1696,350,103,7
1697,1034,105,1
1698,975,111,8
1699,1157,101,4
1700,277,99,3
1701,102,105,18
1702,998,32,1
1703,682,78,1
1704,81,101,3
1705,104,119,8
1706,269,89,1
1707,660,114,1
1708,1553,41,1
1709,697,111,3
1710,971,115,2
1711,794,100,2
1712,1032,119,1
1713,990,13,1
1714,692,77,19
1715,1285,32,23
1716,682,89,5
1717,1287,47,8
1718,687,41,10
1719,689,32,9
1720,1427,13,10
1721,988,110,5
1722,485,103,3
1723,1144,32,2
1724,356,97,1
1725,1103,73,1
1726,557,68,3
1727,71,46,2
1728,265,116,3
1729,370,97,13
1730,456,32,22
1731,851,97,4
1732,653,121,1
1733,1311,114,3
1734,681,110,1
1735,488,32,4
1736,944,111,4
1737,671,32,21
1738,1342,110,2
1739,1056,50,1
1740,53,50,1
1741,600,32,5
1742,534,102,1
1743,453,112,5
1744,1239,115,7
1745,1643,108,1
1746,543,103,1
1747,1224,10,1
1748,13,97,3
1749,355,102,6
1750,105,97,5
1751,1103,100,1
1752,1131,118,4
1753,1128,115,4
1754,350,108,6
1755,786,99,3
1756,288,110,5
1757,450,101,2
1758,1002,110,5
1759,485,97,4
1760,355,99,7
1761,674,108,1
1762,303,101,3
1763,1547,101,1
1764,277,73,2
1765,1726,46,2
1766,49,44,2
1767,1199,109,1
1768,477,107,23
1769,867,115,1
1770,118,117,17
1771,312,101,14
1772,1649,101,12
1773,104,121,13
1774,383,104,4
1775,1294,32,13
1776,486,13,3
1777,1159,105,1
1778,1119,116,1
1779,119,117,18
1780,1771,32,6
1781,1162,121,1
1782,839,115,5
1783,628,102,2
1784,453,111,3
1785,449,32,33
1786,1226,109,4
1787,591,40,1
1788,43,69,3
1789,72,114,1
1790,117,114,3
1791,1790,33,1
1792,1570,44,1
1793,833,98,17
1794,1062,99,1
1795,1647,115,6
1796,708,109,1
1797,1684,114,3
1798,893,110,2
1799,485,109,2
1800,1797,101,2
1801,1227,108,1
1802,1488,101,4
1803,1067,119,1
1804,1151,116,5
1805,580,10,11
1806,13,112,6
1807,115,104,7
1808,996,116,4
1809,299,73,1
1810,1765,39,1
1811,507,46,1
1812,265,73,10
1813,76,102,6
1814,1590,32,8
1815,1353,110,2
1816,1142,32,5
1817,1179,97,9
1818,100,118,11
1819,1133,116,4
1820,905,103,5
1821,106,117,13
1822,826,115,2
1823,621,32,7
1824,1155,32,4
1825,1276,32,14
1826,1670,108,3
1827,786,113,6
1828,1247,111,2
1829,1710,116,1
1830,271,114,4
1831,1798,100,1
1832,516,10,6
1833,13,103,2
1834,1594,116,2
1835,533,121,4
1836,1782,101,4
1837,425,102,3
1838,105,44,2
1839,1315,116,4
1840,533,115,10
1841,1001,111,1
1842,1005,111,3
1843,1533,114,10
1844,313,50,1
1845,1664,116,1
1846,936,101,4
1847,1019,105,1
1848,726,102,2
1849,1617,114,22
1850,313,121,2
1851,820,44,2
1852,1013,102,1
1853,529,101,2
1854,1255,104,6
1855,371,109,8
1856,591,108,1
1857,866,101,6
1858,732,43,1
1859,46,36,1
1860,1462,32,1
1861,949,101,7
1862,377,105,7
1863,1549,109,1
1864,591,121,1
1865,1140,103,1
1866,1587,32,1
1867,868,117,2
1868,1648,32,13
1869,1226,121,1
1870,383,99,3
1871,1592,32,18
1872,1018,116,2
1873,533,105,10
1874,352,100,2
1875,465,101,1
1876,104,112,7
1877,1124,115,1
1878,1105,105,7
1879,1848,111,1
1880,971,100,1
1881,589,105,1
1882,352,105,2
1883,1595,32,4
1884,1433,32,130
1885,1884,32,115
1886,1885,13,2
1887,260,79,1
1888,82,114,3
1889,117,44,6
1890,1064,111,1
1891,1370,101,4
1892,377,111,5
1893,1497,105,1
1894,597,32,3
1895,314,117,12
1896,826,32,21
1897,1296,100,1
1898,103,105,42
1899,597,44,1
1900,1109,111,1
1901,272,111,4
1902,311,116,15
1903,533,102,3
1904,992,110,2
1905,1264,97,1
1906,964,39,1
1907,42,98,2
1908,101,117,25
1909,120,109,39
1910,112,39,1
1911,764,97,2
1912,1003,117,1
1913,120,121,1
1914,124,101,5
1915,1188,116,1
1916,854,115,4
1917,350,105,12
1918,520,13,7
1919,260,115,22
1920,1001,32,6
1921,305,104,7
1922,1585,100,1
1923,888,110,1
1924,616,101,2
1925,289,111,2
1926,1325,44,1
1927,1793,101,3
1928,737,97,2
1929,1136,101,2
1930,277,105,7
1931,1589,32,9
1932,1578,32,12
1933,846,107,1
1934,817,116,2
1935,977,114,1
1936,282,110,5
1937,845,112,2
1938,491,114,10
1939,423,111,8
1940,449,44,3
1941,1691,101,11
1942,1773,39,1
1943,42,108,3
1944,420,99,2
1945,1135,108,9
1946,303,13,2
1947,954,104,16
1948,440,112,6
1949,1118,103,1
1950,106,115,5
1951,451,110,3
1952,1625,117,3
1953,1579,110,1
1954,485,105,4
1955,726,119,7
1956,978,117,3
1957,120,108,34
1958,1611,98,1
1959,1062,32,11
1960,933,97,2
1961,1343,32,1
1962,278,111,6
1963,342,116,16
1964,1729,116,11
1965,1835,111,3
1966,1350,111,1
1967,1025,32,7
1968,1670,115,3
1969,1878,116,6
1970,957,32,7
1971,1932,103,1
1972,937,116,3
1973,1805,116,3
1974,299,102,4
1975,899,100,6
1976,1032,32,3
1977,949,108,4
1978,1802,32,3
1979,393,112,4
1980,1228,116,21
1981,339,46,2
1982,890,66,1
1983,69,101,6
1984,1524,119,1
1985,269,97,2
1986,1312,115,2
1987,1920,39,1
1988,42,99,1
1989,674,111,2
1990,562,39,2
1991,1911,110,1
1992,485,39,1
1993,1907,101,1
1994,956,39,1
1995,764,112,1
1996,1160,101,3
1997,1067,116,3
1998,271,13,5
1999,1159,97,2
2000,1164,32,6
2001,1886,10,1
2002,1479,32,32
2003,1885,32,103
2004,772,67,1
2005,1506,108,1
2006,1492,32,6
2007,2003,32,90
2008,2007,66,1
2009,1983,97,2
2010,456,13,2
2011,1444,32,41
2012,2007,45,1
2013,1441,32,1
2014,2007,32,77
2015,2003,45,1
2016,1441,13,1
2017,2011,32,38
2018,771,84,1
2019,625,32,10
2020,606,97,1
2021,986,104,6
2022,308,40,1
2023,43,97,2
2024,1730,110,1
2025,900,103,3
2026,330,116,18
2027,119,41,6
2028,1485,32,4
2029,1404,84,2
2030,2019,66,1
2031,2009,99,1
2032,572,32,14
2033,682,105,1
2034,1874,97,1
2035,348,108,1
2036,786,103,5
2037,2026,41,1
2038,1536,32,3
2039,1433,66,1
2040,69,97,5
2041,316,110,1
2042,450,32,3
2043,35,110,19
2044,488,116,15
2045,1873,110,4
2046,1056,117,1
2047,1868,40,1
2048,43,109,2
2049,1684,100,1
2050,465,100,5
2051,1477,32,1
2052,1399,70,1
2053,73,97,1
2054,316,109,2
2055,511,114,3
2056,117,39,1
2057,880,102,3
2058,357,101,1
2059,425,100,2
2060,1170,116,1
2061,619,121,7
2062,383,115,5
2063,1105,111,4
2064,502,116,2
2065,1569,41,1
2066,2028,32,3
2067,2014,32,71
2068,35,76,25
2069,1561,115,1
2070,424,114,5
2071,1214,104,1
2072,996,117,12
2073,1648,115,1
2074,1209,68,1
2075,406,83,2
2076,790,82,1
2077,85,79,15
2078,82,89,1
2079,92,33,1
2080,36,33,10
2081,2080,41,1
2082,2066,81,1
2083,724,97,1
2084,1304,98,1
2085,315,99,6
2086,843,39,1
2087,880,104,2
2088,2072,115,8
2089,1184,32,1
2090,682,99,1
2091,1592,39,3
2092,1355,100,1
2093,850,115,1
2094,1969,41,1
2095,2038,32,2
2096,1404,89,1
2097,660,117,9
2098,1660,98,1
2099,2085,107,5
2100,110,121,2
2101,124,97,4
2102,316,100,11
2103,446,40,2
2104,43,105,2
2105,352,99,1
2106,674,110,11
2107,584,114,1
2108,282,108,3
2109,111,41,2
2110,2066,69,1
2111,72,109,1
2112,824,116,1
2113,339,32,2
2114,1179,111,12
2115,1325,101,6
2116,1067,40,1
2117,43,103,1
2118,1110,98,1
2119,1908,115,3
2120,1147,33,1
2121,1570,13,6
2122,692,65,2
2123,569,121,1
2124,124,119,1
2125,1078,101,11
2126,1373,32,3
2127,1342,116,8
2128,1873,115,3
2129,350,115,12
2130,1172,102,2
2131,105,101,15
2132,479,114,3
2133,1367,32,8
2134,1670,99,4
2135,674,112,2
2136,115,115,8
2137,484,100,8
2138,446,99,5
2139,2106,99,1
2140,288,114,4
2141,588,32,3
2142,1163,114,7
2143,317,110,3
2144,645,32,5
2145,353,115,13
2146,444,32,8
2147,822,111,14
2148,664,32,1
2149,1977,97,3
2150,986,101,7
2151,1060,111,1
2152,272,112,2
2153,1980,121,4
2154,124,44,7
2155,1793,117,12
2156,1896,114,1
2157,317,109,6
2158,511,109,1
2159,112,98,25
2160,1213,32,1
2161,353,102,4
2162,453,105,3
2163,280,39,6
2164,885,114,1
2165,1094,110,6
2166,485,119,2
2167,2125,114,7
2168,681,121,1
2169,1140,108,1
2170,786,118,3
2171,1133,40,1
2172,2023,110,1
2173,1954,102,1
2174,1814,104,1
2175,1294,13,3
2176,988,32,6
2177,35,114,15
2178,317,99,5
2179,674,114,5
2180,1051,108,1
2181,1857,32,5
2182,851,111,14
2183,920,112,1
2184,950,112,5
2185,526,41,1
2186,697,107,1
2187,1519,112,4
2188,1124,105,3
2189,726,99,1
2190,1465,117,1
2191,1248,108,4
2192,1046,32,4
2193,1867,115,1
2194,1137,104,3
2195,1948,105,1
2196,329,115,1
2197,350,119,7
2198,306,108,12
2199,1944,111,1
2200,920,114,1
2201,290,103,3
2202,2026,13,2
2203,1225,121,1
2204,1140,105,1
2205,1931,116,2
2206,619,114,12
2207,681,105,2
2208,729,97,6
2209,1007,32,5
2210,887,97,1
2211,510,97,1
2212,1675,32,4
2213,486,116,8
2214,1575,104,5
2215,440,115,4
2216,522,103,1
2217,2026,46,1
2218,1812,32,5
2219,1215,114,9
2220,942,111,1
2221,1967,97,3
2222,355,109,1
2223,477,106,1
2224,109,111,4
2225,971,112,1
2226,1980,32,4
2227,1076,13,1
2228,856,69,1
2229,858,32,3
2230,2142,116,5
2231,339,105,2
2232,1309,32,3
2233,266,97,2
2234,2102,32,5
2235,2068,105,5
2236,108,113,3
2237,1828,114,1
2238,117,33,1
2239,36,46,1
2240,1681,104,8
2241,440,98,9
2242,1062,115,5
2243,375,32,13
2244,1817,114,2
2245,1051,32,5
2246,1069,105,2
2247,726,73,1
2248,76,39,1
2249,42,118,2
2250,1133,100,1
2251,589,110,11
2252,1361,105,2
2253,729,66,1
2254,2040,99,2
2255,1135,114,15
2256,1051,105,1
2257,108,13,2
2258,1714,111,18
2259,1737,40,8
2260,683,47,7
2261,685,47,9
2262,1718,58,9
2263,1291,10,6
2264,693,49,5
2265,52,53,12
2266,56,49,1
2267,414,112,2
2268,115,114,18
2269,282,111,9
2270,948,114,1
2271,1009,109,1
2272,112,44,3
2273,1941,32,5
2274,2246,116,1
2275,1903,108,1
2276,712,111,6
2277,1507,32,1
2278,1578,44,2
2279,1588,102,4
2280,1814,97,1
2281,1312,105,1
2282,354,32,3
2283,2177,101,10
2284,455,108,9
2285,304,115,1
2286,1969,32,3
2287,1362,99,1
2288,843,105,1
2289,291,13,2
2290,1683,111,1
2291,1387,32,1
2292,1226,110,1
2293,1277,104,14
2294,728,115,8
2295,2129,116,2
2296,1779,102,3
2297,529,32,7
2298,2145,32,12
2299,2219,32,6
2300,1578,46,1
2301,890,73,15
2302,1813,32,5
2303,1932,100,2
2304,2251,39,7
2305,1355,119,1
2306,1804,32,4
2307,1979,97,1
2308,374,115,8
2309,451,117,1
2310,826,44,2
2311,1328,10,4
2312,694,112,1
2313,1085,115,1
2314,539,110,2
2315,845,111,1
2316,1902,32,10
2317,2298,78,1
2318,1417,84,8
2319,1419,109,1
2320,112,121,2
2321,1087,100,1
2322,1582,32,3
2323,1162,112,3
2324,2153,105,1
2325,2232,117,1
2326,865,101,1
2327,512,115,9
2328,1917,102,1
2329,2162,116,1
2330,1635,115,1
2331,350,39,2
2332,909,117,1
2333,120,107,2
2334,867,111,1
2335,971,80,1
2336,531,115,1
2337,521,13,1
2338,1193,117,1
2339,826,39,1
2340,764,113,1
2341,1247,97,7
2342,532,101,1
2343,620,41,1
2344,1153,116,2
2345,281,121,5
2346,383,116,9
2347,905,114,1
2348,317,103,3
2349,1821,108,2
2350,941,115,1
2351,832,32,14
2352,921,99,1
2353,2032,97,3
2354,1145,119,2
2355,1078,105,10
2356,520,107,5
2357,2100,44,1
2358,2155,114,1
2359,117,98,5
2360,1004,110,4
2361,1633,118,1
2362,1128,109,1
2363,1684,117,9
2364,995,44,1
2365,1388,111,1
2366,283,107,1
2367,1519,108,1
2368,111,45,1
2369,48,97,3
2370,100,44,2
2371,833,115,8
2372,1539,111,1
2373,1025,99,1
2374,572,44,3
2375,833,107,1
2376,110,117,1
2377,120,104,1
2378,107,108,3
2379,111,117,15
2380,1248,44,1
2381,2371,110,1
2382,570,112,2
2383,115,112,6
2384,2136,32,1
2385,682,112,1
2386,491,112,1
2387,2383,101,4
2388,289,109,3
2389,931,110,7
2390,584,44,1
2391,2371,116,2
2392,281,97,8
2393,989,98,1
2394,1213,114,1
2395,968,44,2
2396,833,114,2
2397,2269,116,1
2398,533,98,2
2399,1365,44,3
2400,1047,111,1
2401,114,13,5
2402,260,110,3
2403,570,109,6
2404,511,32,8
2405,1068,102,4
2406,2131,119,3
2407,122,41,1
2408,1153,97,1
2409,964,109,1
2410,896,32,1
2411,970,116,2
2412,2206,32,5
2413,1141,32,4
2414,944,97,11
2415,1103,97,13
2416,1580,101,3
2417,482,106,1
2418,2224,121,2
2419,2101,98,1
2420,1644,32,5
2421,35,101,20
2422,1627,110,10
2423,1281,103,4
2424,106,46,3
2425,265,13,2
2426,667,13,7
2427,770,77,2
2428,1166,32,2
2429,1861,114,4
2430,1939,110,7
2431,570,108,2
2432,304,102,2
2433,1750,118,2
2434,121,111,7
2435,997,116,3
2436,376,32,23
2437,1162,39,1
2438,42,104,1
2439,319,114,5
2440,2245,108,1
2441,1827,117,5
2442,120,111,2
2443,1507,39,1
2444,764,105,1
2445,729,118,1
2446,2434,100,2
2447,103,107,1
2448,110,97,3
2449,100,46,3
2450,890,65,4
2451,68,32,39
2452,1817,108,1
2453,426,32,1
2454,1068,98,1
2455,1004,116,11
2456,1378,101,8
2457,277,111,12
2458,452,13,4
2459,260,65,8
2460,68,98,4
2461,101,115,2
2462,852,108,9
2463,2379,116,3
2464,533,40,5
2465,1509,104,2
2466,728,99,2
2467,2032,73,1
2468,76,83,21
2469,86,32,42
2470,1670,98,7
2471,2242,116,4
2472,533,118,2
2473,2446,107,1
2474,2448,41,1
2475,697,103,1
2476,835,115,3
2477,1149,97,1
2478,1749,108,1
2479,286,105,2
2480,291,44,2
2481,1310,111,9
2482,1262,100,1
2483,2304,116,6
2484,1686,97,1
2485,1312,119,1
2486,1667,13,1
2487,260,121,3
2488,1140,115,2
2489,1172,121,3
2490,2154,32,5
2491,2043,111,6
2492,971,99,2
2493,2255,101,3
2494,277,119,6
2495,1667,32,4
2496,2303,111,1
2497,114,44,4
2498,1691,105,1
2499,729,105,4
2500,1088,104,4
2501,440,97,2
2502,345,115,9
2503,852,32,10
2504,1670,102,3
2505,2433,111,1
2506,2435,101,2
2507,2457,102,5
2508,1743,117,1
2509,404,115,1
2510,471,44,1
2511,1283,13,1
2512,260,73,10
2513,1101,109,1
2514,927,110,1
2515,1593,105,1
2516,1259,115,1
2517,832,97,1
2518,316,111,6
2519,1240,100,6
2520,446,104,1
2521,1066,32,5
2522,682,110,1
2523,1735,116,1
2524,1729,110,1
2525,961,115,1
2526,1823,109,1
2527,511,41,1
2528,1680,32,6
2529,668,79,2
2530,1888,32,1
2531,2161,32,3
2532,1932,119,2
2533,2306,116,3
2534,299,104,3
2535,1775,97,5
2536,100,13,5
2537,954,114,2
2538,290,112,2
2539,115,44,3
2540,958,114,1
2541,960,107,1
2542,817,49,1
2543,52,47,7
2544,50,51,1
2545,1182,97,1
2546,1003,111,3
2547,1025,116,14
2548,119,108,9
2549,543,111,4
2550,948,65,1
2551,2460,115,1
2552,2462,117,1
2553,2310,32,1
2554,1154,116,1
2555,1138,32,3
2556,35,51,3
2557,1182,111,1
2558,971,52,1
2559,1175,98,1
2560,1365,115,1
2561,2351,112,1
2562,2268,101,9
2563,104,102,6
2564,2131,114,7
2565,1039,98,1
2566,1614,121,2
2567,124,13,3
2568,1683,105,1
2569,108,120,8
2570,123,101,3
2571,1235,32,3
2572,1154,121,1
2573,1150,105,3
2574,395,104,2
2575,1775,111,1
2576,1005,102,2
2577,841,99,5
2578,1120,100,2
2579,446,110,2
2580,2025,104,2
2581,331,44,1
2582,2481,117,8
2583,821,102,1
2584,2131,101,1
2585,425,32,5
2586,1376,105,7
2587,108,107,3
2588,867,121,1
2589,1733,101,2
2590,1295,76,4
2591,1303,45,1
2592,48,13,7
2593,679,97,2
2594,2021,105,1
2595,787,44,2
2596,1047,114,1
2597,1075,105,1
2598,280,44,5
2599,2582,32,5
2600,851,101,10
2601,431,46,1
2602,1397,71,1
2603,612,116,8
2604,614,105,4
2605,523,112,1
2606,825,115,1
2607,521,121,1
2608,124,45,1
2609,1606,45,47
2610,1438,13,2
2611,692,79,1
2612,1345,32,1
2613,2177,117,2
2614,1957,101,1
2615,277,35,1
2616,38,49,3
2617,52,44,2
2618,958,111,2
2619,1354,116,4
2620,533,109,4
2621,1768,101,20
2622,1295,102,2
2623,1617,111,2
2624,562,32,5
2625,970,117,7
2626,1896,111,1
2627,948,121,1
2628,1836,108,3
2629,426,44,1
2630,1310,101,2
2631,512,44,3
2632,2599,97,1
2633,1312,100,1
2634,959,117,2
2635,380,107,1
2636,962,32,2
2637,1895,116,5
2638,1805,115,2
2639,375,105,14
2640,395,100,1
2641,2483,32,4
2642,1824,117,1
2643,1123,32,8
2644,1265,104,3
2645,2241,105,1
2646,280,99,1
2647,2353,110,2
2648,485,115,4
2649,2489,32,2
2650,35,34,1
2651,37,119,1
2652,1151,110,1
2653,570,32,1
2654,1035,99,3
2655,843,63,1
2656,66,34,1
2657,37,44,1
2658,833,101,3
2659,104,105,11
2660,307,101,1
2661,377,115,2
2662,1105,101,9
2663,2494,105,1
2664,368,13,2
2665,1919,108,1
2666,402,112,1
2667,1124,121,2
2668,1851,32,1
2669,1176,116,1
2670,376,108,3
2671,819,111,1
2672,1262,116,1
2673,1974,117,1
2674,1036,32,1
2675,1076,102,4
2676,427,32,1
2677,668,89,2
2678,2097,32,6
2679,1155,116,3
2680,614,97,1
2681,355,119,2
2682,347,105,1
2683,726,116,4
2684,332,108,6
2685,420,116,5
2686,1307,101,1
2687,482,105,2
2688,523,105,4
2689,1918,10,6
2690,1284,111,7
2691,2259,89,7
2692,1717,78,7
2693,1289,41,10
2694,1719,13,8
2695,692,103,1
2696,937,105,4
2697,2480,32,1
2698,1921,101,4
2699,482,32,16
2700,2421,118,2
2701,1128,121,4
2702,124,98,1
2703,1004,100,2
2704,103,121,2
2705,912,115,1
2706,1754,111,2
2707,1556,101,1
2708,1645,32,11
2709,1154,104,1
2710,1330,110,1
2711,1056,97,11
2712,1332,111,2
2713,979,32,7
2714,1335,109,5
2715,1337,32,2
2716,396,112,1
2717,1239,116,9
2718,1965,117,2
2719,1660,112,1
2720,1118,101,1
2721,737,101,1
2722,732,111,1
2723,948,109,1
2724,927,116,1
2725,1970,116,3
2726,2555,108,1
2727,2276,107,4
2728,817,104,2
2729,892,32,8
2730,1122,112,5
2731,2539,32,2
2732,1154,108,2
2733,2727,32,2
2734,1179,101,2
2735,377,100,1
2736,589,119,4
2737,1632,44,1
2738,1236,101,1
2739,431,32,1
2740,2531,105,2
2741,2163,115,5
2742,350,102,9
2743,1849,32,13
2744,2278,13,1
2745,260,119,9
2746,2355,99,6
2747,2647,121,1
2748,124,116,1
2749,854,110,8
2750,845,108,2
2751,2727,115,1
2752,1696,111,2
2753,2713,119,1
2754,2125,110,3
2755,1952,114,1
2756,840,117,1
2757,1036,101,2
2758,1121,117,1
2759,1123,44,2
2760,1199,119,1
2761,347,108,1
2762,111,107,2
2763,817,111,3
2764,1843,32,8
2765,393,104,1
2766,2729,97,3
2767,445,13,2
2768,1721,100,4
2769,1148,107,1
2770,2728,101,1
2771,377,40,2
2772,43,110,1
2773,900,99,2
2774,288,108,7
2775,286,41,1
2776,697,102,1
2777,2743,97,5
2778,1003,101,1
2779,431,114,1
2780,313,111,4
2781,971,97,5
2782,1760,105,1
2783,329,97,2
2784,894,116,1
2785,614,101,15
2786,2708,111,1
2787,971,118,2
2788,595,99,1
2789,1161,118,1
2790,1753,97,2
2791,2370,32,1
2792,2675,101,1
2793,1862,116,2
2794,1973,111,2
2795,272,104,2
2796,1371,32,2
2797,668,84,10
2798,439,105,6
2799,729,117,2
2800,404,97,2
2801,869,121,4
2802,383,103,3
2803,2476,32,2
2804,2147,110,6
2805,113,118,3
2806,2790,116,1
2807,332,111,12
2808,1785,103,2
2809,2696,110,3
2810,1282,32,2
2811,1154,101,1
2812,2422,116,1
2813,1779,97,1
2814,2801,32,2
2815,1376,101,2
2816,455,100,3
2817,980,117,1
2818,2643,116,1
2819,1998,10,4
2820,1655,101,1
2821,1031,114,1
2822,2269,109,5
2823,2272,32,2
2824,1176,119,2
2825,2495,104,1
2826,1775,121,1
2827,820,46,1
2828,890,32,2
2829,568,116,1
2830,836,110,5
2831,1361,112,3
2832,2153,32,2
2833,534,32,5
2834,305,101,3
2835,482,116,10
2836,1639,44,1
2837,1941,114,2
2838,1231,97,1
2839,1145,116,4
2840,1916,13,1
2841,1024,116,1
2842,1026,108,2
2843,286,32,20
2844,2654,107,2
2845,276,100,2
2846,446,117,2
2847,2643,99,1
2848,572,105,3
2849,1119,107,10
2850,2636,119,1
2851,1078,111,9
2852,272,119,1
2853,1029,32,5
2854,1817,110,1
2855,616,105,1
2856,1331,108,2
2857,420,111,2
2858,2764,101,1
2859,1627,114,8
2860,968,111,1
2861,576,44,1
2862,833,40,1
2863,1171,104,1
2864,440,119,5
2865,1029,110,2
2866,1816,32,1
2867,1427,98,1
2868,315,100,2
2869,1477,44,1
2870,1346,115,1
2871,2503,115,1
2872,2662,32,1
2873,1146,32,2
2874,970,110,14
2875,2293,101,12
2876,277,118,2
2877,1128,103,1
2878,1272,102,1
2879,1743,97,1
2880,2308,105,4
2881,947,117,1
2882,826,46,1
2883,890,83,4
2884,919,32,1
2885,944,121,2
2886,1167,101,1
2887,2659,110,2
2888,483,32,2
2889,1154,73,2
2890,1101,103,1
2891,1972,13,1
2892,1024,103,1
2893,835,104,2
2894,2766,110,1
2895,2648,116,1
2896,399,114,3
2897,338,105,2
2898,523,116,10
2899,2749,107,2
2900,1673,32,2
2901,1162,119,2
2902,2495,119,1
2903,1107,32,2
2904,2147,117,1
2905,1957,100,5
2906,1052,111,1
2907,2497,32,3
2908,682,115,1
2909,424,120,2
2910,123,45,1
2911,48,121,1
2912,820,45,1
2913,2369,108,1
2914,303,41,1
2915,1680,13,2
2916,782,87,1
2917,1044,32,2
2918,2679,32,1
2919,1068,109,3
2920,1684,108,2
2921,1260,111,5
2922,2808,111,1
2923,1497,101,1
2924,2699,98,1
2925,2455,116,9
2926,2548,101,7
2927,1645,112,1
2928,825,116,3
2929,1840,111,7
2930,920,118,1
2931,1269,115,4
2932,628,101,1
2933,431,110,1
2934,1361,111,3
2935,1785,105,4
2936,726,40,1
2937,43,116,4
2938,299,98,3
2939,1959,110,2
2940,2773,101,1
2941,104,41,3
2942,1012,13,1
2943,2768,32,3
2944,343,111,1
2945,114,107,5
2946,2763,102,2
2947,2297,104,1
2948,2729,112,1
2949,1085,110,1
2950,2144,40,1
2951,2104,110,1
2952,1056,102,6
2953,1904,116,1
2954,1348,32,2
2955,2586,107,3
2956,867,53,1
2957,56,48,4
2958,51,32,7
2959,1861,111,2
2960,951,101,2
2961,2941,32,1
2962,1154,115,3
2963,1237,114,2
2964,338,101,1
2965,1121,102,4
2966,2577,107,4
2967,1673,13,1
2968,1329,101,2
2969,377,119,2
2970,306,116,21
2971,605,116,3
2972,905,109,2
2973,2920,115,1
2974,852,110,9
2975,1056,98,1
2976,2925,108,7
2977,952,32,4
2978,1069,101,3
2979,479,117,1
2980,1036,105,2
2981,1306,111,2
2982,502,107,4
2983,817,105,1
2984,726,104,2
2985,319,108,4
2986,426,45,1
2987,48,119,1
2988,990,33,1
2989,36,32,43
2990,682,119,1
2991,2746,104,5
2992,308,105,3
2993,2208,13,2
2994,260,102,5
2995,2966,105,2
2996,523,108,1
2997,1347,41,1
2998,2344,104,1
2999,440,102,2
3000,862,110,2
3001,382,32,9
3002,727,105,8
3003,1331,98,1
3004,1004,117,10
3005,1896,105,3
3006,2598,32,3
3007,2978,32,1
3008,2421,110,5
3009,113,106,1
3010,2418,101,1
3011,1121,101,1
3012,2859,121,3
3013,2062,101,1
3014,737,111,3
3015,515,32,1
3016,1162,105,2
3017,2598,13,1
3018,667,115,1
3019,1969,44,1
3020,1100,39,1
3021,1943,108,2
3022,304,110,1
3023,1127,101,4
3024,377,102,1
3025,1849,103,1
3026,1110,116,2
3027,1964,46,1
3028,2425,10,1
3029,693,72,2
3030,267,117,1
3031,1868,80,1
3032,910,116,14
3033,2231,110,1
3034,616,45,1
3035,2609,45,42
3036,2610,10,1
3037,13,73,5
3038,1624,32,2
3039,2885,32,1
3040,970,112,1
3041,1118,110,3
3042,900,111,1
3043,1940,32,2
3044,2114,117,2
3045,1868,112,2
3046,1980,105,4
3047,597,115,10
3048,444,114,9
3049,681,116,4
3050,1061,101,2
3051,924,46,1
3052,890,89,3
3053,2097,39,1
3054,2249,101,1
3055,1223,111,3
3056,2221,32,1
3057,2177,111,1
3058,502,102,1
3059,1784,118,1
3060,1128,13,1
3061,2487,111,2
3062,1262,114,1
3063,117,104,1
3064,1558,100,4
3065,1321,97,1
3066,964,100,1
3067,1898,102,4
3068,529,114,1
3069,2143,116,2
3070,533,114,1
3071,2822,115,1
3072,1823,102,2
3073,2966,32,1
3074,486,114,9
3075,2165,100,5
3076,446,105,6
3077,291,46,2
3078,1043,104,2
3079,371,110,11
3080,1056,112,2
3081,2184,108,4
3082,543,104,2
3083,1775,104,2
3084,2088,101,7
3085,732,112,1
3086,3046,101,1
3087,2631,105,1
3088,2741,32,4
3089,1122,115,7
3090,1172,108,4
3091,1027,32,3
3092,1670,111,3
3093,449,108,2
3094,2843,111,2
3095,1005,116,1
3096,2061,32,6
3097,3074,101,5
3098,3055,105,1
3099,2898,111,5
3100,2795,97,1
3101,1818,101,7
3102,2708,99,2
3103,1795,101,5
3104,1002,102,1
3105,105,116,7
3106,1275,97,3
3107,2536,10,4
